# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  145       6.432731071941e-10       1.666841086939e-13      -6.814408379690e-12       0.000000000000e+00       2.459125444723e-12       6.832428643747e-13      -4.354650265026e-15 
  146       6.486334596292e-10       1.669029013778e-13      -6.859725481807e-12       0.000000000000e+00       2.408296560132e-12       6.739854728916e-13      -4.293856396898e-15 
  147       6.539832587537e-10       1.670571568767e-13      -6.902394559419e-12       0.000000000000e+00       2.358879421158e-12       6.649047988076e-13      -4.233122306941e-15 
  148       6.593212059952e-10       1.671469013109e-13      -6.942356054244e-12       0.000000000000e+00       2.310816229195e-12       6.559974583782e-13      -4.172547321365e-15 
  149       6.646459444568e-10       1.671722321875e-13      -6.979551164534e-12       0.000000000000e+00       2.264041548436e-12       6.472591347346e-13      -4.112233064488e-15 
  150       6.699560577075e-10       1.671333198132e-13      -7.013921875888e-12       0.000000000000e+00       2.218482145320e-12       6.386845564522e-13      -4.052283469908e-15 
  151       6.752500685735e-10       1.670304087083e-13      -7.045410992069e-12       0.000000000000e+00       2.174056827998e-12       6.302674761198e-13      -3.992804791670e-15 
  152       6.805264379289e-10       1.668638190195e-13      -7.073962165822e-12       0.000000000000e+00       2.130676285780e-12       6.220006489081e-13      -3.933905615438e-15 
  153       6.857836776862e-10       1.666339623554e-13      -7.099520470064e-12       0.000000000000e+00       2.088261271755e-12       6.138773476884e-13      -3.875674141423e-15 
  154       6.910207041294e-10       1.663413879748e-13      -7.122034106345e-12       0.000000000000e+00       2.046799389958e-12       6.058961119364e-13      -3.818107634020e-15 
  155       6.962365152664e-10       1.659867436058e-13      -7.141452914663e-12       0.000000000000e+00       2.006293304307e-12       5.980564013713e-13      -3.761176406197e-15 
  156       7.014300789582e-10       1.655707628834e-13      -7.157727880642e-12       0.000000000000e+00       1.966742803214e-12       5.903570855799e-13      -3.704845854734e-15 
  157       7.066003322918e-10       1.650942668369e-13      -7.170811169106e-12       0.000000000000e+00       1.928144732461e-12       5.827964304117e-13      -3.649076355637e-15 
  158       7.117461809524e-10       1.645581653760e-13      -7.180656157642e-12       0.000000000000e+00       1.890492928076e-12       5.753720843723e-13      -3.593823159558e-15 
  159       7.168664985960e-10       1.639634587780e-13      -7.187217470170e-12       0.000000000000e+00       1.853778149209e-12       5.680810650187e-13      -3.539036287205e-15 
  160       7.219601262219e-10       1.633112391743e-13      -7.190451010515e-12       0.000000000000e+00       1.817988011013e-12       5.609197453530e-13      -3.484660424764e-15 
  161       7.270258715455e-10       1.626026920373e-13      -7.190313995970e-12       0.000000000000e+00       1.783106917517e-12       5.538838402170e-13      -3.430634819311e-15 
  162       7.320625083706e-10       1.618390976671e-13      -7.186764990866e-12       0.000000000000e+00       1.749115994503e-12       5.469683926867e-13      -3.376893174226e-15 
  163       7.370687759618e-10       1.610218326782e-13      -7.179763940144e-12       0.000000000000e+00       1.715993022383e-12       5.401677604666e-13      -3.323363544616e-15 
  164       7.420433784173e-10       1.601523714863e-13      -7.169272202917e-12       0.000000000000e+00       1.683712369081e-12       5.334756022839e-13      -3.269968232721e-15 
  165       7.469849840413e-10       1.592322877950e-13      -7.155252586043e-12       0.000000000000e+00       1.652244922900e-12       5.268848642830e-13      -3.216623683338e-15 
  166       7.518922247168e-10       1.582632560828e-13      -7.137669377692e-12       0.000000000000e+00       1.621558025407e-12       5.203877664200e-13      -3.163240379232e-15 
