# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  134       5.631692585731e-10       1.421659007373e-13      -5.783974140118e-12       0.000000000000e+00       2.976627494578e-12       7.913348556059e-13      -4.614297316608e-15 
  135       5.682008011359e-10       1.428705835719e-13      -5.844031978214e-12       0.000000000000e+00       2.911733319501e-12       7.801120892792e-13      -4.561062057412e-15 
  136       5.732276065206e-10       1.435195225382e-13      -5.902096821418e-12       0.000000000000e+00       2.848519232559e-12       7.690761962237e-13      -4.507225709363e-15 
  137       5.782483361267e-10       1.441120658956e-13      -5.958105453500e-12       0.000000000000e+00       2.786855411233e-12       7.582086707082e-13      -4.452693197516e-15 
  138       5.832621000171e-10       1.446477451086e-13      -6.011997592911e-12       0.000000000000e+00       2.726721519652e-12       7.475093995986e-13      -4.397502340693e-15 
  139       5.882680929277e-10       1.451261815206e-13      -6.063714171300e-12       0.000000000000e+00       2.668121135601e-12       7.369824713983e-13      -4.341726639288e-15 
  140       5.932654672650e-10       1.455470548602e-13      -6.113196757189e-12       0.000000000000e+00       2.611051962440e-12       7.266312389253e-13      -4.285441554042e-15 
  141       5.982533320038e-10       1.459101045957e-13      -6.160387588031e-12       0.000000000000e+00       2.555505676749e-12       7.164582979849e-13      -4.228724514398e-15 
  142       6.032307515839e-10       1.462151312904e-13      -6.205229602257e-12       0.000000000000e+00       2.501467775979e-12       7.064654660405e-13      -4.171654926867e-15 
  143       6.081967448084e-10       1.464619979568e-13      -6.247666471332e-12       0.000000000000e+00       2.448917426096e-12       6.966537608864e-13      -4.114314183384e-15 
