# k [1/Mpc]   d_b d_idm_drmd  d_ncdm[0] 
3.383533776706043050e-01 2.300871991236455142e+04 2.312408981131172550e+04 2.312405358346704452e+04 1.320679919863506235e+01
3.417919163710868014e-01 2.315878675433315220e+04 2.327370601873650230e+04 2.327366946097666005e+04 1.303751581240140922e+01
3.452304556736871533e-01 2.330095769518584348e+04 2.341576017992576089e+04 2.341572329406979043e+04 1.286665249031337588e+01
3.486689955605037916e-01 2.343379383176700139e+04 2.354885684069624767e+04 2.354881962853321966e+04 1.269671107778197694e+01
3.521075360143380850e-01 2.355681178172402360e+04 2.367251844047336635e+04 2.367248090377578774e+04 1.252596848884275538e+01
3.555460770186597008e-01 2.367050157206052609e+04 2.378720318317450437e+04 2.378716532370045388e+04 1.235443227387549747e+01
3.589846185575747417e-01 2.377607068111993067e+04 2.389405858952730705e+04 2.389402040901150758e+04 1.218308150503193765e+01
3.624231606157953256e-01 2.387526963873352361e+04 2.399475064277671845e+04 2.399471214293402954e+04 1.201061841604218117e+01
3.658617031786109419e-01 2.397012537742123095e+04 2.409120923809541637e+04 2.409117042062028122e+04 1.184253757105308758e+01
3.693002462318615287e-01 2.406280233750575644e+04 2.418549656370089360e+04 2.418545743027410936e+04 1.167616783067276387e+01
3.727387897619119372e-01 2.415539674733748325e+04 2.427961541850522917e+04 2.427957597078393883e+04 1.151523133278188915e+01
3.761773337556277297e-01 2.424988016830137349e+04 2.437545579927873041e+04 2.437541603890887200e+04 1.135911008687175716e+01
3.796158782003525300e-01 2.434790160269897751e+04 2.447460832484734783e+04 2.447456825345086691e+04 1.120624325048446757e+01
3.830544230838865416e-01 2.445066493875582819e+04 2.457824132659838506e+04 2.457820094578393764e+04 1.106021496340344612e+01
3.864929683944658967e-01 2.455870147194015590e+04 2.468687980079808403e+04 2.468683911215284024e+04 1.091937117558376436e+01
3.899315141207435609e-01 2.467198941610791371e+04 2.480051531694656660e+04 2.480047432204481811e+04 1.078575194448640140e+01
3.933700602517709033e-01 2.478972505037029623e+04 2.491838415905063084e+04 2.491834285943855866e+04 1.065460199212661507e+01
3.968086067769805991e-01 2.491064278637140160e+04 2.503927532239639913e+04 2.503923371962025340e+04 1.052764800241537202e+01
4.002471536861697543e-01 2.503327486770187897e+04 2.516178463008801191e+04 2.516174272565807769e+04 1.040561902172245823e+01
4.036857009694848619e-01 2.515608357663173592e+04 2.528444248141868593e+04 2.528440027684939923e+04 1.028556408401334821e+01
4.071242486174064257e-01 2.527768647838059769e+04 2.540593178462743526e+04 2.540588928140226562e+04 1.016770317256542988e+01
4.105627966207352486e-01 2.539696994825159709e+04 2.552519424149293991e+04 2.552515144108951426e+04 1.004991860170237494e+01
4.140013449705792214e-01 2.551304371705864469e+04 2.564138275388186230e+04 2.564133965775993056e+04 9.935235289982445650e+00
4.174398936583401110e-01 2.562526168766179399e+04 2.575387767859522864e+04 2.575383428820179688e+04 9.820450491926830949e+00
4.208784426757020136e-01 2.573324779653876612e+04 2.586231270750816839e+04 2.586226902426418383e+04 9.706486471083069389e+00
4.243169920146196983e-01 2.583689114766937928e+04 2.596656961487751687e+04 2.596652564020361751e+04 9.593669020802238379e+00
4.277555416673074484e-01 2.593641671329567907e+04 2.606685181238412770e+04 2.606680754768797487e+04 9.481503254219724397e+00
4.311940916262291257e-01 2.603239984619799361e+04 2.616370254364543143e+04 2.616365799030742346e+04 9.371247546204445555e+00
4.346326418840877892e-01 2.612571821484284010e+04 2.625795777285634540e+04 2.625791293224916808e+04 9.260156807195677686e+00
4.380711924338167029e-01 2.621733523813009742e+04 2.635053825328354651e+04 2.635049312676455884e+04 9.153029966383410709e+00
4.415097432685699541e-01 2.630823885857889400e+04 2.644238903233789461e+04 2.644234362125749612e+04 9.048032663163507294e+00
4.449482943817141822e-01 2.639925469673020052e+04 2.653429792293843275e+04 2.653425222862335067e+04 8.944123802031112902e+00
4.483868457668201968e-01 2.649099640258118598e+04 2.662684801229781806e+04 2.662680203608063675e+04 8.841971051149190686e+00
4.518253974176553167e-01 2.658388797446401804e+04 2.672044263841343127e+04 2.672039638159047900e+04 8.741883740893236165e+00
4.552639493281757654e-01 2.667816796575495755e+04 2.681531078620962580e+04 2.681526425007753642e+04 8.646675234993741910e+00
4.587025014925197874e-01 2.677401608508695426e+04 2.691163248039259634e+04 2.691158566623235311e+04 8.552362577039497538e+00
4.621410539050007094e-01 2.687149152744958337e+04 2.700947768215569158e+04 2.700943059123129206e+04 8.460678722518006012e+00
4.655796065601003897e-01 2.697048284192308711e+04 2.710875363817412290e+04 2.710870627174560286e+04 8.370247069941846974e+00
4.690181594524631681e-01 2.707069602670645327e+04 2.720919154602680646e+04 2.720914390533931874e+04 8.281332933168263466e+00
4.724567125768899256e-01 2.717167958329054818e+04 2.731036616068989679e+04 2.731031824697214324e+04 8.195577673066678059e+00
4.758952659283321451e-01 2.727274919843359385e+04 2.741162181862367652e+04 2.741157363309197171e+04 8.110757090909235245e+00
4.793338195018869707e-01 2.737318443266424219e+04 2.751226360154128633e+04 2.751221514541731813e+04 8.028795059566709469e+00
4.827723732927914346e-01 2.747236338742925363e+04 2.761169178440042742e+04 2.761164305888325543e+04 7.946306727369246481e+00
4.862109272964179607e-01 2.756983623247934884e+04 2.770947196230561167e+04 2.770942296857636029e+04 7.865113709451538426e+00
4.896494815082693131e-01 2.766531094123842195e+04 2.780532241628324846e+04 2.780527315551758147e+04 7.784957814599030357e+00
4.930880359239742661e-01 2.775876098250162613e+04 2.789921726572162879e+04 2.789916773908413597e+04 7.705355870864567081e+00
4.965265905392829970e-01 2.785016533356686341e+04 2.799113310406924211e+04 2.799108331271185307e+04 7.628259850273881426e+00
4.999651453500629783e-01 2.793965300051200757e+04 2.808118766283375953e+04 2.808113760790369270e+04 7.550394673631087628e+00
5.034037003522949805e-01 2.802736753548397246e+04 2.816951061280152135e+04 2.816946029542625183e+04 7.474484210573335119e+00
5.068422555420695197e-01 2.811354108459382041e+04 2.825631687955613233e+04 2.825626630087008743e+04 7.398930383186320014e+00
5.102808109155821947e-01 2.819854785667837496e+04 2.834196221317227537e+04 2.834191137428943694e+04 7.324081507193643148e+00
5.137193664691314110e-01 2.828283942655433930e+04 2.842688146886220784e+04 2.842683037088119818e+04 7.251682150803183013e+00
5.171579221991140507e-01 2.836696620975514452e+04 2.851160887673369871e+04 2.851155752074436168e+04 7.179196927710838061e+00
5.205964781020225862e-01 2.845136762026809083e+04 2.859657349842873009e+04 2.859652188552210646e+04 7.108578064051681800e+00
5.240350341744418605e-01 2.853640815976462545e+04 2.868213097477906194e+04 2.868207910602890479e+04 7.038676597863770645e+00
5.274735904130458675e-01 2.862218990392851993e+04 2.876838140228713019e+04 2.876832927876436588e+04 6.971038242925862605e+00
5.309121468145953093e-01 2.870866441281435982e+04 2.885527741691590563e+04 2.885522503967114608e+04 6.904487796156917767e+00
5.343507033759344882e-01 2.879562139120534630e+04 2.894261394437348645e+04 2.894256131445450956e+04 6.838021576311961169e+00
5.377892600939885304e-01 2.888283909352600313e+04 2.903017771077284851e+04 2.903012482921595802e+04 6.773659872820007699e+00
5.412278169657610549e-01 2.897009127186096157e+04 2.911775280589899194e+04 2.911769967373777763e+04 6.710081897480423940e+00
5.446663739883315092e-01 2.905720232901521013e+04 2.920517500274226404e+04 2.920512162100449132e+04 6.648385877050072779e+00
5.481049311588530593e-01 2.914403309084659122e+04 2.929231654432213691e+04 2.929226291401867638e+04 6.586984267515290092e+00
5.515434884745498145e-01 2.923037146856419713e+04 2.937897525436694559e+04 2.937892137649232973e+04 6.526616580928614297e+00
5.549820459327151623e-01 2.931595688814382811e+04 2.946489847193817332e+04 2.946484434750820583e+04 6.466475956933112279e+00
5.584206035307089921e-01 2.940058785793698553e+04 2.954989032839469292e+04 2.954983595838264955e+04 6.406913071697940332e+00
5.618591612659563639e-01 2.948407174251471952e+04 2.963376086077339278e+04 2.963370624616631903e+04 6.349797768220410532e+00
5.652977191359450648e-01 2.956636709782043545e+04 2.971646879518085916e+04 2.971641393694758881e+04 6.292252353123792830e+00
5.687362771382237225e-01 2.964755395989305543e+04 2.979809125696487899e+04 2.979803615608152904e+04 6.236152614727413557e+00
5.721748352704003615e-01 2.972785357636648769e+04 2.987884588865953992e+04 2.987879054606877253e+04 6.179378314335052025e+00
5.756133935301398497e-01 2.980748089080017235e+04 2.995894125539279048e+04 2.995888567204556603e+04 6.123510971119122459e+00
5.790519519151631211e-01 2.988659704649674677e+04 3.003853219937805625e+04 3.003847637622060574e+04 6.069597976286103425e+00
5.824905104232449560e-01 2.996532659628691545e+04 3.011773602493968792e+04 3.011767996290930023e+04 6.015058117546760563e+00
5.859290690522124256e-01 3.004367493172079048e+04 3.019655259181018482e+04 3.019649629183556681e+04 5.962718269078240318e+00
5.893676277999434499e-01 3.012167489828971520e+04 3.027500895766720714e+04 3.027495242068065272e+04 5.909927304359531064e+00
5.928061866643654643e-01 3.019943283148251066e+04 3.035320782943755694e+04 3.035315105631691404e+04 5.858097570660291353e+00
5.962447456434537552e-01 3.027697627810098129e+04 3.043117412930587670e+04 3.043111712099103897e+04 5.806897645426694510e+00
5.996833047352303492e-01 3.035451127936825287e+04 3.050911340833130453e+04 3.050905616569724589e+04 5.756438948838704661e+00
6.031218639377622370e-01 3.043208226686558191e+04 3.058707050195558622e+04 3.058701302591976491e+04 5.708494185348703454e+00
6.065604232491604852e-01 3.050976906875815621e+04 3.066512763245065798e+04 3.066506992387166247e+04 5.659249069386226516e+00
6.099989826675789040e-01 3.058741873481333096e+04 3.074313465413279118e+04 3.074307671390477117e+04 5.610764614030099295e+00
6.134375421912129367e-01 3.066490156121582186e+04 3.082096563322210932e+04 3.082090746222058442e+04 5.563483319220302370e+00
6.168761018182981060e-01 3.074204138532583966e+04 3.089844841062572596e+04 3.089839000972243230e+04 5.517617583564675243e+00
6.203146615471091252e-01 3.081877145095869855e+04 3.097552031383684880e+04 3.097546168387115540e+04 5.471875436517604108e+00
6.237532213759593436e-01 3.089503597229315346e+04 3.105212882133802850e+04 3.105206996317295852e+04 5.426082745720968603e+00
6.271917813031986366e-01 3.097085324402502738e+04 3.112829532284097877e+04 3.112823623732360284e+04 5.381667588797908408e+00
6.306303413272134062e-01 3.104624717117822001e+04 3.120404574058724393e+04 3.120398642857152663e+04 5.337359005082076280e+00
6.340689014464248041e-01 3.112120624143756868e+04 3.127936967486686990e+04 3.127931013716739108e+04 5.294017762214957123e+00
6.375074616592882881e-01 3.119563723847701840e+04 3.135417384886103537e+04 3.135411408632558232e+04 5.250092130943510682e+00
6.409460219642926226e-01 3.126947304020190859e+04 3.142839045443092618e+04 3.142833046786792693e+04 5.207743533100775757e+00
6.443845823599588796e-01 3.134264236830389564e+04 3.150194649357130038e+04 3.150188628380495720e+04 5.165825951123107274e+00
6.478231428448394391e-01 3.141519074389961679e+04 3.157488548869935403e+04 3.157482505653633416e+04 5.123641392061672128e+00
6.512617034175174346e-01 3.148722923212229580e+04 3.164731609669730096e+04 3.164725544294868087e+04 5.082978597543742261e+00
6.547002640766060866e-01 3.155892473657005394e+04 3.171940284444066856e+04 3.171934196990704004e+04 5.041919547296838111e+00
6.581388248207472591e-01 3.163041005842360755e+04 3.179127632460667155e+04 3.179121523007689029e+04 5.002341463742263628e+00
6.615773856486114601e-01 3.170172893783901600e+04 3.186297822619690123e+04 3.186291691246488335e+04 4.961729758282763747e+00
6.650159465588966201e-01 3.177288385114558696e+04 3.193450970737017633e+04 3.193444817521901496e+04 4.922499065360329773e+00
6.684545075503275369e-01 3.184382458589035014e+04 3.200581970367476970e+04 3.200575795386076061e+04 4.884983549159766625e+00
6.718930686216552095e-01 3.191444495944343726e+04 3.207680158643764298e+04 3.207673961976784267e+04 4.846764206207475389e+00
6.753316297716560612e-01 3.198479184978326521e+04 3.214750268139947366e+04 3.214744049862143220e+04 4.809579044710098117e+00
6.787701909991313842e-01 3.205489935102023446e+04 3.221795778656397306e+04 3.221789538844200797e+04 4.771641572910779061e+00
6.822087523029067846e-01 3.212483025693572927e+04 3.228823079552943818e+04 3.228816818282121676e+04 4.735009691834770607e+00
6.856473136818315162e-01 3.219462585053335715e+04 3.235836440409094575e+04 3.235830157755258188e+04 4.698945388935440448e+00
6.890858751347777034e-01 3.226428033965673239e+04 3.242835432012821184e+04 3.242829128048884013e+04 4.663703629693796593e+00
6.925244366606401192e-01 3.233366178585285161e+04 3.249806977863249995e+04 3.249800652665283997e+04 4.628750737938636561e+00
6.959629982583351859e-01 3.240269070663430466e+04 3.256743268554274982e+04 3.256736922194044382e+04 4.593050485637794722e+00
6.994015599268008643e-01 3.247125675574952038e+04 3.263633345271501457e+04 3.263626977823494963e+04 4.558564124764694192e+00
7.028401216649959871e-01 3.253938140391029083e+04 3.270479432666872162e+04 3.270473044202320671e+04 4.524040707492773095e+00
7.062786834718994822e-01 3.260709985939549733e+04 3.277285104047185450e+04 3.277278694639147579e+04 4.490874453977283132e+00
7.097172453465103725e-01 3.267451034514012645e+04 3.284060170528450544e+04 3.284053740248451504e+04 4.457408701910281934e+00
7.131558072878469989e-01 3.274166218569450575e+04 3.290809540391322662e+04 3.290803089310962241e+04 4.424366987245241134e+00
7.165943692949463539e-01 3.280855951381999330e+04 3.297533582402133470e+04 3.297527110591733071e+04 4.391715362067167838e+00
7.200329313668641928e-01 3.287514203020819696e+04 3.304226195557581377e+04 3.304219703087980452e+04 4.358914212555504264e+00
7.234714935026739235e-01 3.294136016341578215e+04 3.310882353850544314e+04 3.310875840789818176e+04 4.327697327474867350e+00
7.269100557014668285e-01 3.300715694107265153e+04 3.317496264127112227e+04 3.317489730545498605e+04 4.295868000201594761e+00
7.303486179623512875e-01 3.307258499557460891e+04 3.324073116657687933e+04 3.324066562624656945e+04 4.265404361903529562e+00
7.337871802844522229e-01 3.313772910203122592e+04 3.330621330624202528e+04 3.330614756207324535e+04 4.234348207489051497e+00
7.372257426669112101e-01 3.320269195689877961e+04 3.337151127842142159e+04 3.337144533109808981e+04 4.203609029524232099e+00
7.406643051088854790e-01 3.326752479980836506e+04 3.343667603439848608e+04 3.343660988460357476e+04 4.174242399563558692e+00
7.441028676095481353e-01 3.333223941085242404e+04 3.350171936910509248e+04 3.350165301748223283e+04 4.144214750103367706e+00
7.475414301680874951e-01 3.339672677447390743e+04 3.356653202435470303e+04 3.356646547160371119e+04 4.115107530550212722e+00
7.509799927837066402e-01 3.346091407502740185e+04 3.363104152369801886e+04 3.363097477048623114e+04 4.085426765721570597e+00
7.544185554556235296e-01 3.352479813031486992e+04 3.369524523053706071e+04 3.369517827749023127e+04 4.057163957954737832e+00
8.119051840816340349e-01 3.455492375817357970e+04 3.473057272704877687e+04 3.473050252736764378e+04 3.620014968805584044e+00
8.885950561695953320e-01 3.582780924405703263e+04 3.600989906679716660e+04 3.600982479196962959e+04 3.142648584054602345e+00
1.000411985530090586e+00 3.750287855682137888e+04 3.769345096227440081e+04 3.769337120809329645e+04 2.604061543966138093e+00
1.179087864408067787e+00 3.981437739771207998e+04 4.001667431821288483e+04 4.001658676823709538e+04 1.998220122615233851e+00
1.459169831791223393e+00 4.273539981749972503e+04 4.295254766328736878e+04 4.295244978420976986e+04 1.406152341379736770e+00
1.835169465014692358e+00 4.568265779285235476e+04 4.591486012792340625e+04 4.591475109868138679e+04 9.534692625682633649e-01
